,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,Rating
8180,0,1,1,Full-time,Mid-Senior level,Associate Degree,Food Production,Manufacturing,0,9
8181,0,1,0,Full-time,Associate,Bachelor's Degree,Entertainment,,0,10
8182,0,0,0,Full-time,,,,,0,15
8183,0,1,1,,,,,,0,10
8184,0,0,0,Full-time,,Bachelor's Degree,Internet,,0,7
8185,0,1,1,Full-time,,,Computer Software,Engineering,0,8
8186,0,1,1,Full-time,,Bachelor's Degree,Computer & Network Security,,0,8
8187,0,1,1,Full-time,Entry level,Bachelor's Degree,Food Production,Quality Assurance,0,10
8188,0,1,1,,,,,,0,8
8189,0,0,0,Full-time,,,,,0,8
8190,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Engineering,0,7
8191,0,1,0,Full-time,Mid-Senior level,,Computer Games,,0,14
8192,0,1,1,Full-time,,,,Consulting,0,3
8193,0,0,0,Full-time,Entry level,High School or equivalent,Accounting,Accounting/Auditing,0,20
8194,0,1,0,Full-time,Not Applicable,Unspecified,Consumer Services,,0,11
8195,0,1,0,Contract,,,Utilities,,0,16
8196,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,20
8197,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8198,0,1,1,Full-time,Mid-Senior level,Master's Degree,Semiconductors,Engineering,0,12
8199,0,1,1,Full-time,Associate,Unspecified,Computer Software,Marketing,0,9
8200,0,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0,10
8201,0,1,1,Full-time,Mid-Senior level,Master's Degree,Semiconductors,Engineering,0,10
8202,0,1,1,Full-time,Associate,High School or equivalent,,Marketing,0,8
8203,0,1,0,,,,,,0,8
8204,0,1,1,Full-time,Director,,Internet,Marketing,0,11
8205,0,1,0,Full-time,Mid-Senior level,Unspecified,Marketing and Advertising,Information Technology,0,10
8206,0,1,1,,,,,,0,8
8207,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,8
8208,0,1,1,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Public Relations,0,9
8209,0,0,0,Full-time,,,Computer Software,,0,14
8210,0,0,0,Full-time,,,Computer Software,,0,14
8211,0,1,0,,,Bachelor's Degree,,,0,11
8212,0,1,1,Full-time,Mid-Senior level,Unspecified,Construction,Management,0,6
8213,0,1,1,Full-time,,,,,0,2
8214,0,1,1,Part-time,Internship,,Computer Software,Marketing,0,13
8215,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0,9
8216,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,,,0,12
8217,0,0,1,,,,,,0,13
8218,0,1,0,,,,,,0,6
8219,0,1,0,Full-time,Not Applicable,Unspecified,Computer Software,Engineering,0,4
8220,0,1,1,,,,,,0,9
8221,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
8222,0,1,1,Full-time,Entry level,High School or equivalent,Law Practice,Administrative,0,22
8223,0,1,0,Full-time,Director,Some College Coursework Completed,Internet,Data Analyst,0,15
8224,0,1,1,Full-time,Entry level,Some College Coursework Completed,Marketing and Advertising,Marketing,0,18
8225,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,0,4
8226,0,0,0,Full-time,,,,,0,13
8227,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Business Analyst,0,10
8228,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,11
8229,0,1,0,Full-time,Associate,,Retail,Marketing,0,11
8230,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8231,0,1,1,Full-time,Entry level,Certification,Information Technology and Services,Information Technology,0,6
8232,0,1,0,Full-time,Mid-Senior level,,Financial Services,Engineering,0,14
8233,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
8234,0,1,1,Full-time,Mid-Senior level,,Financial Services,Finance,0,21
8235,0,1,0,Contract,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,12
8236,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,8
8237,1,1,0,,,,,,0,14
8238,0,1,1,Part-time,Internship,,Computer Software,,0,8
8239,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Human Resources,0,10
8240,0,1,0,Full-time,,Bachelor's Degree,Retail,Information Technology,0,11
8241,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
8242,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,10
8243,0,1,0,Full-time,,,Financial Services,,0,13
8244,0,1,0,Full-time,,,Internet,,0,14
8245,0,1,0,Part-time,Internship,,Consumer Electronics,Engineering,0,9
8246,0,1,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Engineering,0,8
8247,0,1,0,Full-time,Entry level,High School or equivalent,Accounting,Finance,1,9
8248,0,1,0,,,,,,0,13
8249,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Networking,Engineering,1,6
8250,0,1,0,Full-time,Not Applicable,Unspecified,Venture Capital & Private Equity,Other,0,10
8251,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Design,0,10
8252,0,0,0,Full-time,,,Oil & Energy,,1,8
8253,0,1,1,,,,,Sales,0,10
8254,0,1,1,,,,,,0,5
8255,0,1,1,Full-time,Associate,Associate Degree,Consumer Goods,Information Technology,0,12
8256,0,0,1,Full-time,Mid-Senior level,Master's Degree,Information Technology and Services,,0,4
8257,0,1,1,Full-time,Entry level,High School or equivalent,Consumer Services,Sales,0,13
8258,0,1,0,Full-time,,,Information Technology and Services,,0,5
8259,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Management,0,13
8260,0,1,1,Full-time,Entry level,Unspecified,Internet,Design,0,12
8261,1,1,1,Full-time,Entry level,Unspecified,Computer Software,Sales,0,13
8262,1,0,0,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Information Technology,0,10
8263,0,0,1,Full-time,,Bachelor's Degree,,Engineering,0,8
8264,0,1,0,,,,,,0,5
8265,0,1,1,Full-time,Entry level,,Computer Software,Engineering,0,12
8266,0,1,1,Full-time,Associate,Some College Coursework Completed,Information Technology and Services,Information Technology,0,10
8267,0,1,1,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Customer Service,0,6
8268,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Gambling & Casinos,Marketing,0,13
8269,0,0,0,Full-time,,,,,0,19
8270,0,0,0,Full-time,,Bachelor's Degree,Gambling & Casinos,Accounting/Auditing,0,13
8271,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Sales,0,9
8272,0,1,1,Full-time,Associate,Unspecified,Sports,Sales,0,10
8273,0,1,0,,,,,,0,10
8274,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8275,0,1,1,Full-time,Associate,Bachelor's Degree,Security and Investigations,Sales,0,10
8276,0,1,1,Full-time,Mid-Senior level,Associate Degree,Management Consulting,Marketing,0,11
8277,0,1,1,,,,,,0,16
8278,0,1,1,Full-time,Associate,,Computer Software,Marketing,0,7
8279,0,1,1,Full-time,Associate,,Computer Software,Marketing,0,14
8280,0,0,0,,,,,,0,10
8281,0,1,1,Full-time,Associate,,Computer Software,Sales,0,11
8282,0,1,0,Full-time,Mid-Senior level,,Computer Software,Engineering,0,11
8283,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
8284,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Strategy/Planning,0,8
8285,0,1,1,Full-time,Mid-Senior level,,Computer Software,Design,0,7
8286,0,1,1,Full-time,Mid-Senior level,,Internet,Information Technology,0,8
8287,1,0,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Engineering,0,20
8288,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Networking,Engineering,1,8
8289,0,1,1,Full-time,Associate,Unspecified,Financial Services,Administrative,0,10
8290,0,0,0,Full-time,,,Restaurants,,0,14
8291,0,0,1,Full-time,Mid-Senior level,Professional,Online Media,Engineering,0,8
8292,0,1,1,Full-time,Entry level,Professional,Venture Capital & Private Equity,Information Technology,0,12
8293,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Marketing,0,13
8294,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
8295,0,1,0,Full-time,Associate,,Financial Services,,0,12
8296,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Design,0,10
8297,0,1,1,Full-time,,Master's Degree,,Education,0,7
8298,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Sales,0,13
8299,0,1,1,Full-time,Entry level,,Marketing and Advertising,Advertising,0,13
8300,0,1,1,Full-time,Associate,,Information Technology and Services,Information Technology,0,9
8301,0,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0,10
8302,0,1,0,Full-time,,Bachelor's Degree,Financial Services,,0,14
8303,0,1,1,Full-time,,,,Consulting,0,6
8304,0,1,1,Full-time,Mid-Senior level,,Information Technology and Services,Marketing,0,11
8305,0,1,0,Full-time,Associate,Bachelor's Degree,Computer Software,Art/Creative,0,8
8306,0,0,1,Full-time,,Bachelor's Degree,Computer Software,Information Technology,0,10
8307,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Data Analyst,0,7
8308,0,1,0,Full-time,Associate,,Marketing and Advertising,,0,12
8309,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Engineering,1,8
8310,0,1,0,Contract,Entry level,Bachelor's Degree,Education Management,,0,19
8311,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,24
8312,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,26
8313,0,1,1,Part-time,,,,,0,13
8314,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,23
8315,0,1,1,Full-time,Mid-Senior level,,Information Technology and Services,,0,10
8316,0,1,0,,,,,Engineering,0,10
8317,0,1,1,Full-time,Director,,Environmental Services,,0,14
8318,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Nonprofit Organization Management,Management,0,9
8319,0,1,1,Full-time,Mid-Senior level,,Information Technology and Services,Project Management,0,8
8320,0,0,1,Full-time,Director,Bachelor's Degree,Information Technology and Services,Information Technology,0,8
8321,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,10
8322,0,0,0,Full-time,,,Computer Software,Engineering,0,7
8323,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,12
8324,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Engineering,0,9
8325,0,1,0,Full-time,,,Building Materials,Sales,0,7
8326,0,1,1,Full-time,Not Applicable,Bachelor's Degree,Information Technology and Services,Engineering,0,10
8327,0,0,0,Part-time,Not Applicable,Unspecified,Marketing and Advertising,Sales,1,12
8328,1,1,1,,,,,,0,14
8329,0,1,0,Full-time,,,,,0,14
8330,0,1,1,Full-time,Mid-Senior level,Unspecified,Hospital & Health Care,Sales,0,10
8331,0,1,1,Full-time,Not Applicable,Unspecified,Hospital & Health Care,Health Care Provider,0,15
8332,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Design,0,15
8333,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,10
8334,0,1,0,,,,,,0,16
8335,0,1,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Other,0,10
8336,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,13
8337,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8338,0,1,1,Full-time,Not Applicable,,Real Estate,,0,7
8339,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,11
8340,1,1,1,Contract,,,,,0,13
8341,0,1,0,,,,,,0,17
8342,0,1,1,Full-time,,Bachelor's Degree,Internet,Engineering,0,12
8343,0,0,0,Part-time,Entry level,High School or equivalent,Writing and Editing,Writing/Editing,0,17
8344,0,1,0,Part-time,Internship,,,Art/Creative,0,24
8345,0,0,1,Temporary,Not Applicable,Unspecified,Hospitality,Other,0,8
8346,0,1,1,,,,,,0,8
8347,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8348,1,1,1,Part-time,Not Applicable,Bachelor's Degree,Information Technology and Services,Writing/Editing,0,9
8349,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,25
8350,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Business Development,0,8
8351,0,1,1,Full-time,Not Applicable,Bachelor's Degree,Information Technology and Services,Sales,0,8
8352,0,1,0,Full-time,Entry level,Bachelor's Degree,Oil & Energy,Engineering,0,6
8353,0,1,1,Full-time,Associate,,Financial Services,Administrative,0,11
8354,0,1,1,,,,,,0,1
8355,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Apparel & Fashion,Marketing,0,11
8356,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Marketing,0,6
8357,0,1,0,,,,,,0,4
8358,0,1,1,Full-time,Not Applicable,,Internet,Engineering,0,9
8359,0,1,0,Full-time,,Bachelor's Degree,Staffing and Recruiting,Information Technology,0,10
8360,0,1,1,Part-time,Internship,Bachelor's Degree,Computer Software,Marketing,0,12
8361,0,1,0,Full-time,Internship,Unspecified,,,0,11
8362,0,1,1,,,,,,0,16
8363,0,0,1,Full-time,,Professional,Hospitality,,0,9
8364,0,0,1,Full-time,,Unspecified,Biotechnology,Engineering,0,1
8365,0,1,1,Full-time,Mid-Senior level,Master's Degree,Computer Software,Engineering,0,10
8366,0,1,1,Full-time,Entry level,High School or equivalent,Human Resources,Human Resources,1,7
8367,1,0,0,Contract,Entry level,Unspecified,Information Technology and Services,Customer Service,0,12
8368,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,"Leisure, Travel & Tourism",Information Technology,0,13
8369,0,0,0,Full-time,,,,,0,18
8370,0,1,1,Part-time,Associate,High School or equivalent,Individual & Family Services,Other,0,10
8371,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8372,0,1,1,Full-time,Entry level,Associate Degree,Financial Services,Finance,0,17
8373,0,1,1,,,,,,0,14
8374,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,7
8375,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Construction,Sales,0,16
8376,0,1,1,Full-time,,,Information Technology and Services,Information Technology,0,8
8377,0,1,1,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0,13
8378,0,1,1,Temporary,Mid-Senior level,,Electrical/Electronic Manufacturing,Customer Service,0,9
8379,0,0,0,Full-time,,,,,0,27
8380,0,1,0,,,,,,0,11
8381,0,1,0,Contract,Associate,Unspecified,Information Technology and Services,Information Technology,0,13
8382,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8383,0,0,0,Full-time,,Master's Degree,Import and Export,Art/Creative,0,2
8384,0,1,1,,,,,,0,14
8385,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,11
8386,0,1,0,,,,,,0,6
8387,0,1,0,,,,,,0,10
8388,0,1,1,Full-time,Not Applicable,,,,0,10
8389,0,1,1,Full-time,Associate,,Computer Software,Marketing,0,7
8390,0,1,1,Full-time,Associate,High School or equivalent,Marketing and Advertising,Sales,0,24
8391,1,1,0,,Not Applicable,,"Health, Wellness and Fitness",Information Technology,0,7
8392,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Design,0,8
8393,0,0,0,Part-time,,,,,1,39
8394,0,1,0,,,Bachelor's Degree,,,0,7
8395,0,1,1,Full-time,Associate,Unspecified,Financial Services,Sales,0,11
8396,0,1,1,,,,,,0,0
8397,0,1,0,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0,6
8398,0,1,0,Full-time,Not Applicable,,Online Media,Data Analyst,0,10
8399,0,1,0,Full-time,Director,Bachelor's Degree,Electrical/Electronic Manufacturing,Engineering,0,6
8400,0,1,1,,,,,,0,9
8401,0,1,1,Full-time,,,Computer Software,Sales,0,7
8402,0,1,0,,,,,,0,10
8403,0,1,1,Full-time,Mid-Senior level,Some College Coursework Completed,Construction,Administrative,0,9
8404,0,1,1,Full-time,Not Applicable,,Marketing and Advertising,Sales,0,7
8405,0,1,1,Full-time,Mid-Senior level,Unspecified,Computer Software,Design,0,10
8406,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Insurance,Information Technology,0,11
8407,0,1,1,Full-time,Mid-Senior level,Master's Degree,Computer Software,Information Technology,0,9
8408,0,1,0,Full-time,,,Computer Software,Information Technology,0,10
8409,0,1,1,Full-time,,,,,0,9
8410,0,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0,10
8411,0,1,1,Full-time,Associate,High School or equivalent,Automotive,Sales,0,11
8412,0,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0,14
8413,0,1,1,Full-time,Mid-Senior level,Master's Degree,Computer Software,Information Technology,0,9
8414,0,1,0,Part-time,Internship,,,Advertising,0,23
8415,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
8416,0,1,0,Full-time,,Bachelor's Degree,Information Technology and Services,Sales,0,16
8417,0,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0,10
8418,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,7
8419,0,1,0,Full-time,,Bachelor's Degree,Airlines/Aviation,Information Technology,0,14
8420,0,0,0,Contract,Mid-Senior level,,,,1,10
8421,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
8422,0,1,1,Full-time,Mid-Senior level,,,Design,0,9
8423,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Customer Service,0,11
8424,0,1,0,Full-time,Entry level,,Automotive,,0,12
8425,0,1,1,Full-time,Mid-Senior level,Master's Degree,Computer Software,Information Technology,0,8
8426,0,1,1,Full-time,,Bachelor's Degree,Computer Software,,0,7
8427,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,24
8428,0,1,1,Full-time,,,Computer Software,,0,8
8429,0,1,1,Full-time,Associate,,Hospitality,,0,9
8430,0,1,0,Full-time,,Master's Degree,Retail,Information Technology,0,15
8431,0,1,1,Full-time,,,Electrical/Electronic Manufacturing,Consulting,0,7
8432,0,1,1,Full-time,Mid-Senior level,Certification,Oil & Energy,Management,1,8
8433,0,1,0,Full-time,Executive,Bachelor's Degree,Financial Services,Product Management,0,8
8434,0,1,1,Full-time,Not Applicable,,Hospitality,,0,9
8435,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,27
8436,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Engineering,0,16
8437,0,1,1,Full-time,,,Oil & Energy,,0,13
8438,0,1,1,Full-time,,,Oil & Energy,,0,14
8439,0,1,1,Contract,Associate,Master's Degree,Venture Capital & Private Equity,Business Analyst,0,9
8440,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Customer Service,0,7
8441,0,1,1,Full-time,,,Oil & Energy,,0,14
8442,1,1,1,Full-time,Associate,Bachelor's Degree,E-Learning,Education,0,9
8443,0,1,1,Full-time,Mid-Senior level,Unspecified,Computer Software,Marketing,0,9
8444,0,1,1,Part-time,,Associate Degree,Medical Practice,Health Care Provider,0,11
8445,0,0,0,Full-time,,,Oil & Energy,Engineering,1,6
8446,0,1,1,Full-time,Associate,High School or equivalent,Telecommunications,Customer Service,0,11
8447,0,0,1,Other,Not Applicable,High School or equivalent,Real Estate,,0,5
8448,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Mechanical or Industrial Engineering,Education,0,9
8449,0,1,0,,,,,,0,7
8450,0,1,1,Full-time,Mid-Senior level,,Computer Software,Human Resources,0,9
8451,0,1,1,Full-time,Not Applicable,Unspecified,"Leisure, Travel & Tourism",Engineering,0,10
8452,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Project Management,0,12
8453,0,1,0,Full-time,Associate,,Information Technology and Services,Business Development,0,9
8454,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,9
8455,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,11
8456,0,1,0,Contract,,,Information Technology and Services,Information Technology,0,7
8457,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,10
8458,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,7
8459,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,24
8460,0,1,0,Contract,Not Applicable,,Mental Health Care,,0,11
8461,0,1,1,Part-time,Entry level,,Marketing and Advertising,Sales,0,12
8462,1,1,1,Full-time,Associate,Unspecified,Information Technology and Services,Engineering,0,8
8463,0,0,1,Full-time,Entry level,,Internet,Sales,0,16
8464,0,1,0,Full-time,Internship,Bachelor's Degree,Information Technology and Services,,0,13
8465,0,1,1,Contract,Mid-Senior level,,Information Technology and Services,Information Technology,0,11
8466,0,1,1,Full-time,Mid-Senior level,Unspecified,Financial Services,Customer Service,0,13
8467,0,1,1,Full-time,,,Computer Software,Customer Service,0,8
8468,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,11
8469,0,1,1,,,,,,0,9
8470,1,1,1,Full-time,Associate,Unspecified,Information Technology and Services,Information Technology,0,8
8471,0,1,1,Full-time,Not Applicable,Unspecified,Graphic Design,Design,0,12
8472,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,11
8473,0,1,1,Full-time,Mid-Senior level,Unspecified,Market Research,Engineering,0,7
8474,0,1,1,Other,Internship,Some College Coursework Completed,Marketing and Advertising,Sales,0,9
8475,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0,14
8476,0,0,0,Full-time,Associate,High School or equivalent,Environmental Services,Human Resources,0,10
8477,0,1,0,Full-time,,Bachelor's Degree,Marketing and Advertising,Engineering,1,10
8478,0,1,1,Full-time,Director,Professional,Hospital & Health Care,,0,6
8479,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education Management,Information Technology,0,6
8480,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,8
8481,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Business Analyst,0,10
8482,0,1,1,Full-time,Mid-Senior level,Certification,Oil & Energy,Management,1,7
8483,0,1,1,Contract,Mid-Senior level,,Computer Software,,0,6
8484,0,0,0,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Project Management,0,12
8485,0,0,0,Full-time,,,Computer Software,,0,12
8486,0,1,1,Full-time,,Master's Degree,Media Production,Finance,0,7
8487,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Marketing,0,11
8488,0,1,1,Full-time,Mid-Senior level,Certification,Oil & Energy,Other,1,10
8489,0,1,1,Full-time,,Bachelor's Degree,Information Technology and Services,Engineering,0,13
8490,0,1,1,,,,,,0,9
8491,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Marketing,0,8
8492,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Consulting,0,7
8493,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Apparel & Fashion,Accounting/Auditing,0,13
8494,0,1,0,,,,,,0,10
8495,0,1,1,Full-time,Not Applicable,,Internet,Information Technology,0,14
8496,0,1,1,Contract,Mid-Senior level,,,,0,15
8497,0,1,1,Full-time,Mid-Senior level,,Internet,Engineering,0,8
8498,0,1,0,Full-time,Associate,Bachelor's Degree,,Information Technology,0,8
8499,0,1,1,Full-time,,,Financial Services,Finance,0,13
8500,0,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0,10
8501,0,0,0,Full-time,,,,,0,11
8502,0,0,1,,,Bachelor's Degree,,,0,7
8503,0,1,1,Full-time,,,Information Technology and Services,Sales,0,14
8504,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Legal,0,12
8505,0,1,1,Contract,Entry level,Bachelor's Degree,,,0,6
8506,0,1,1,Full-time,Associate,High School or equivalent,Food Production,Production,0,9
8507,0,1,1,Full-time,Associate,Bachelor's Degree,Logistics and Supply Chain,Product Management,0,11
8508,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Construction,Engineering,0,8
8509,0,1,1,Full-time,Associate,Vocational,Logistics and Supply Chain,Training,0,12
8510,0,1,1,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Customer Service,0,6
8511,0,1,0,Full-time,,,Consumer Services,Sales,0,9
8512,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,26
8513,0,1,1,Full-time,Associate,Master's Degree,E-Learning,Engineering,0,10
8514,1,1,1,Contract,Mid-Senior level,Bachelor's Degree,Computer Software,Art/Creative,0,15
8515,0,1,1,Full-time,,,Telecommunications,Customer Service,0,15
8516,0,1,1,Full-time,Associate,Unspecified,Financial Services,Customer Service,0,11
8517,0,1,1,Full-time,,,Oil & Energy,,0,10
8518,0,1,1,,,,,,0,7
8519,0,0,0,Full-time,,,,,0,5
8520,0,1,1,Full-time,,,Wholesale,Information Technology,0,9
8521,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Accounting/Auditing,0,10
8522,0,1,1,Full-time,Entry level,Unspecified,Financial Services,Customer Service,0,11
8523,0,0,0,Full-time,Associate,Unspecified,Financial Services,Sales,0,13
8524,0,1,0,,,,,,0,10
8525,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Management,0,15
8526,0,1,0,Part-time,Associate,,,Marketing,0,14
8527,0,1,0,Contract,,,Computer Software,Information Technology,0,10
8528,0,0,0,Full-time,,,,,0,20
8529,0,0,0,Full-time,,,,,0,18
8530,0,0,0,Full-time,Entry level,Unspecified,Transportation/Trucking/Railroad,General Business,0,20
8531,0,1,1,,,,Oil & Energy,,0,11
8532,0,1,1,Full-time,Director,,Business Supplies and Equipment,Management,0,16
8533,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Management,0,11
8534,0,1,1,Full-time,,,,,0,10
8535,0,1,1,Full-time,Mid-Senior level,Unspecified,Computer Software,Product Management,0,7
8536,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,8
8537,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Product Management,0,8
8538,0,1,1,Contract,,,,Administrative,0,10
8539,0,1,0,Full-time,,,,,0,10
8540,0,0,0,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,7
8541,0,1,1,Contract,,Bachelor's Degree,Education Management,Education,0,20
8542,0,1,1,Full-time,Entry level,Unspecified,Design,Engineering,0,8
8543,0,1,1,,,,,,0,16
8544,0,1,1,Full-time,Mid-Senior level,,Online Media,Sales,0,8
8545,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Marketing,0,17
8546,0,1,1,Full-time,Entry level,,Marketing and Advertising,Information Technology,0,6
8547,0,1,1,,,,,,0,12
8548,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Human Resources,0,9
8549,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Games,Art/Creative,0,11
8550,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Apparel & Fashion,Production,0,3
8551,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,9
